Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,Ratio,Train_Accuracy,Test_Accuracy,F1_Score,Precision,Recall,comment
Wed Jun 10 13:48:55 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9955506324768066,0.5847797062750334,0.5902503293807643,0.5833333333333334,0.5973333333333334,Labelled data- Equal label
Wed Jun 10 14:10:08 2020,Student,0.001,64,5,0.5,0.5,0.9497330784797668,0.5560747663551402,0.3499511241446725,0.6556776556776557,0.23866666666666667,LabelledDataset- equal Label
Wed Jun 10 14:10:15 2020,Teacher,0.001,64,5,0.5,0.5,0.9497330784797668,0.5627503337783711,0.41465594280607687,0.6287262872628726,0.30933333333333335,Labelled Dataset- pre training equal label
Wed Jun 10 14:13:50 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9933258891105652,0.5934579439252337,0.580289455547898,0.6005706134094151,0.5613333333333334,Labelled data- Equal label
Wed Jun 10 14:34:16 2020,Student,0.001,64,5,0.5,0.5,0.9911032319068909,0.5714285714285714,0.4984375,0.6018867924528302,0.42533333333333334,LabelledDataset- equal Label
Wed Jun 10 14:34:23 2020,Teacher,0.001,64,5,0.5,0.5,0.9911032319068909,0.5700934579439252,0.4839743589743589,0.606425702811245,0.4026666666666667,Labelled Dataset- pre training equal label
Wed Jun 10 14:37:54 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9961068034172058,0.5974632843791722,0.5971943887775552,0.5983935742971888,0.596,Labelled data- Equal label
Wed Jun 10 14:57:19 2020,Student,0.001,64,5,0.5,0.5,0.9919928908348083,0.5801068090787717,0.5066666666666667,0.6152380952380953,0.43066666666666664,LabelledDataset- equal Label
Wed Jun 10 14:57:25 2020,Teacher,0.001,64,5,0.5,0.5,0.9919928908348083,0.5814419225634179,0.5105386416861827,0.615819209039548,0.436,Labelled Dataset- pre training equal label
Wed Jun 10 15:00:48 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9899888634681702,0.5433911882510013,0.49779735682819387,0.553921568627451,0.452,Labelled data- Equal label
Wed Jun 10 15:14:08 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.995551586151123,0.5734312416555407,0.5650102110279102,0.5771905424200278,0.5533333333333333,Labelled data- Equal label
Wed Jun 10 15:36:04 2020,Student,0.001,64,5,0.5,0.5,0.9866548180580139,0.5881174899866488,0.548646671543526,0.6077795786061588,0.5,LabelledDataset- equal Label
Wed Jun 10 15:36:12 2020,Teacher,0.001,64,5,0.5,0.5,0.9866548180580139,0.5854472630173565,0.55032585083273,0.6022187004754358,0.5066666666666667,Labelled Dataset- pre training equal label
Wed Jun 10 15:40:56 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9951067566871643,0.5827770360480641,0.5917700849118223,0.5800256081946222,0.604,Labelled data- Equal label
Wed Jun 10 16:02:08 2020,Student,0.001,64,5,0.5,0.5,0.9951067566871643,0.5874499332443258,0.5353383458646617,0.6137931034482759,0.4746666666666667,LabelledDataset- equal Label
Wed Jun 10 16:02:15 2020,Teacher,0.001,64,5,0.5,0.5,0.9951067566871643,0.5794392523364486,0.5153846153846154,0.6090909090909091,0.44666666666666666,Labelled Dataset- pre training equal label
Wed Jun 10 16:07:04 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9804270267486572,0.6114819759679573,0.6099195710455764,0.6132075471698113,0.6066666666666667,Labelled data- Equal label
Wed Jun 10 16:26:47 2020,Student,0.001,64,5,0.5,0.5,0.9946619272232056,0.5901201602136181,0.5485294117647059,0.6114754098360655,0.49733333333333335,LabelledDataset- equal Label
Wed Jun 10 16:26:54 2020,Teacher,0.001,64,5,0.5,0.5,0.9946619272232056,0.589452603471295,0.5481263776634828,0.6104746317512275,0.49733333333333335,Labelled Dataset- pre training equal label
Wed Jun 10 16:31:30 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.996886134147644,0.5827770360480641,0.5576786978060864,0.5942684766214178,0.5253333333333333,Labelled data- Equal label
Wed Jun 10 16:51:38 2020,Student,0.001,64,5,0.5,0.5,0.9951067566871643,0.589452603471295,0.44141689373297005,0.6923076923076923,0.324,LabelledDataset- equal Label
Wed Jun 10 16:51:46 2020,Teacher,0.001,64,5,0.5,0.5,0.9951067566871643,0.5927903871829105,0.4750430292598967,0.6699029126213593,0.368,Labelled Dataset- pre training equal label
Wed Jun 10 16:56:25 2020,Supervised_BILSTM,0.001,64,5,NaN,NaN,0.9853202700614929,0.5487316421895861,0.5344352617079889,0.5527065527065527,0.5173333333333333,Labelled data- Equal label
